ID,TARGET
144754,Poor
115725,Poor
142861,Standard
49270,Poor
88422,Good
74946,Standard
116365,Poor
111467,Standard
90825,Standard
23190,Good
38562,Standard
76402,Standard
131064,Standard
60420,Standard
81246,Poor
136832,Standard
153781,Standard
82531,Standard
130345,Poor
42285,Poor
154866,Standard
47520,Good
26590,Standard
72718,Standard
57286,Standard
137406,Standard
99608,Poor
22894,Standard
120033,Good
58942,Standard
113771,Poor
91711,Standard
17818,Poor
40549,Standard
99335,Good
81152,Poor
99093,Standard
89049,Standard
147361,Standard
147667,Standard
112545,Poor
13617,Good
48320,Standard
143506,Standard
150321,Poor
100244,Poor
26757,Good
83567,Standard
92305,Good
35926,Standard
128478,Good
80581,Standard
112987,Standard
125350,Standard
134437,Standard
5781,Standard
15992,Standard
139016,Poor
46702,Poor
143062,Standard
85378,Poor
38982,Good
22038,Poor
113613,Standard
98557,Standard
38254,Good
8349,Standard
45561,Good
22921,Poor
150445,Good
125479,Poor
145075,Standard
125395,Standard
44387,Poor
136186,Standard
80567,Standard
131713,Standard
141899,Poor
115945,Standard
113952,Standard
132576,Poor
56371,Standard
53422,Standard
93982,Poor
149135,Standard
58050,Standard
137514,Good
64788,Good
9935,Standard
54667,Standard
42072,Poor
86531,Standard
120439,Poor
140324,Good
103414,Standard
29838,Good
47709,Standard
24247,Poor
35358,Poor
132528,Standard
131826,Standard
7728,Poor
71011,Standard
11142,Standard
138541,Standard
53094,Standard
32540,Standard
75876,Standard
139963,Standard
106808,Standard
124801,Good
108751,Poor
86877,Standard
125959,Standard
140675,Good
147527,Poor
132385,Good
30948,Standard
58208,Poor
7482,Good
31703,Standard
110196,Good
19147,Standard
61235,Poor
67715,Standard
14856,Poor
106081,Standard
102454,Standard
16607,Poor
87169,Good
100461,Standard
52738,Standard
26677,Poor
153007,Poor
62496,Standard
130381,Standard
49810,Poor
144121,Poor
24717,Standard
98899,Poor
21669,Standard
89946,Standard
141756,Good
69553,Good
151914,Standard
129851,Good
86218,Standard
127220,Standard
114668,Poor
8670,Poor
11687,Poor
119315,Standard
131565,Poor
107557,Standard
123649,Good
121320,Poor
96238,Good
8071,Standard
7615,Poor
150559,Standard
111109,Good
136835,Standard
89506,Standard
66587,Standard
21756,Poor
49942,Standard
62122,Poor
112677,Standard
104830,Poor
98720,Good
101731,Standard
33673,Standard
26552,Good
68060,Poor
146520,Standard
10560,Standard
88626,Standard
76651,Poor
71977,Poor
78871,Good
109198,Poor
10734,Standard
53377,Poor
96573,Standard
61892,Poor
116749,Standard
122455,Standard
77803,Standard
42872,Standard
44533,Poor
124821,Standard
104588,Standard
40988,Good
99679,Good
129406,Standard
139210,Poor
49705,Standard
144140,Standard
37870,Standard
81288,Good
60870,Poor
92245,Standard
43225,Standard
100158,Standard
54730,Poor
52401,Standard
148219,Standard
103591,Poor
79261,Poor
81349,Poor
50203,Standard
147151,Good
135138,Good
73306,Poor
132109,Standard
17184,Standard
51765,Standard
102990,Standard
86111,Good
116191,Good
102636,Poor
77036,Standard
8586,Good
117106,Poor
25955,Standard
19657,Standard
78982,Standard
133344,Good
140433,Poor
80504,Poor
101060,Poor
16206,Poor
102621,Standard
9925,Poor
146480,Good
95160,Standard
140280,Poor
115801,Poor
24740,Standard
147169,Poor
27264,Good
150731,Standard
121153,Poor
86962,Good
34796,Standard
41216,Good
90167,Standard
67362,Poor
45140,Poor
54739,Poor
36284,Good
86203,Standard
151653,Poor
49508,Good
135103,Standard
61579,Standard
40105,Good
15514,Poor
72681,Good
41929,Standard
77264,Poor
66685,Poor
151162,Standard
91212,Poor
57716,Poor
79260,Poor
7532,Poor
133111,Standard
41879,Standard
10686,Standard
114859,Standard
6671,Poor
15061,Standard
121498,Standard
7147,Standard
91724,Standard
14274,Standard
112111,Good
18968,Good
13482,Good
46884,Poor
60799,Standard
135812,Poor
140988,Poor
90366,Standard
148115,Standard
146766,Poor
111757,Good
59482,Poor
104419,Good
22873,Standard
11806,Standard
89124,Standard
73927,Standard
128977,Standard
9683,Standard
143735,Good
133967,Poor
65782,Poor
20552,Standard
149892,Good
13405,Good
78299,Poor
38925,Standard
129622,Standard
5695,Good
142321,Standard
90573,Standard
76008,Standard
42561,Standard
99409,Standard
77518,Standard
20900,Standard
29569,Poor
134661,Standard
63920,Standard
72409,Poor
114502,Poor
93120,Standard
21294,Standard
46075,Standard
28321,Poor
134838,Standard
12576,Good
36205,Good
71887,Poor
126825,Standard
67065,Good
128853,Poor
98241,Standard
67560,Standard
139813,Standard
98600,Standard
151149,Standard
125156,Poor
136570,Poor
109218,Standard
151941,Standard
117478,Standard
56037,Poor
51561,Standard
41671,Standard
25197,Standard
104376,Standard
51874,Standard
105513,Poor
151153,Standard
49714,Standard
94822,Good
9596,Standard
112626,Standard
24597,Standard
124244,Standard
80073,Poor
73657,Standard
117516,Standard
143744,Good
11713,Poor
11504,Standard
67208,Standard
37595,Standard
78991,Good
119773,Standard
52317,Poor
79689,Standard
120047,Standard
118415,Standard
149423,Good
46353,Standard
45307,Good
33790,Good
136462,Standard
101322,Poor
83562,Standard
117550,Standard
37775,Good
87343,Good
20029,Good
94439,Poor
149658,Standard
94554,Poor
66501,Poor
92688,Poor
85737,Standard
124570,Standard
117342,Poor
133482,Good
109999,Standard
85844,Good
53626,Standard
121398,Poor
27152,Standard
38443,Poor
40412,Standard
148100,Standard
144949,Standard
9598,Standard
7585,Standard
21347,Standard
94224,Good
102847,Poor
41851,Standard
52801,Good
44826,Poor
122280,Good
103076,Standard
36202,Standard
38408,Standard
151329,Standard
75546,Standard
86732,Poor
132947,Good
8288,Standard
51368,Standard
112314,Standard
105441,Poor
126066,Poor
32653,Standard
150384,Standard
74395,Good
141252,Poor
30522,Standard
113755,Standard
120812,Poor
128484,Good
154410,Standard
132991,Poor
71593,Poor
97681,Standard
47623,Standard
8040,Good
134802,Standard
127633,Good
145435,Poor
143131,Good
16244,Standard
18284,Standard
155028,Standard
126382,Standard
91871,Poor
147085,Standard
92035,Good
54971,Standard
140995,Standard
106306,Standard
107265,Standard
145218,Poor
50168,Poor
140084,Good
137818,Standard
70909,Poor
152382,Standard
107470,Standard
32792,Poor
116292,Good
17664,Poor
69729,Standard
57489,Standard
30691,Poor
89231,Good
148860,Poor
50794,Standard
38130,Poor
29766,Good
139221,Standard
140233,Standard
150180,Standard
131519,Good
144630,Standard
142967,Standard
82801,Poor
129740,Poor
37177,Good
91771,Poor
96370,Poor
119538,Standard
97932,Good
60827,Poor
64440,Standard
7629,Poor
15913,Standard
81743,Good
41230,Standard
104864,Standard
71170,Poor
112520,Standard
14136,Poor
36798,Poor
29636,Standard
96055,Good
55747,Poor
49258,Poor
94028,Poor
137254,Standard
86778,Poor
8049,Standard
